review_file_id,comments,score
699.json,proposes encoder decoder framework keyphrase generation experimental show proposed outperforms baseline supervised data available strength well organized easy follow intuition proposed method clear includes enough detail replicate experiment although application encoder decoder copy mechanism straightforward experimental reasonable support claim generation absent keyphrases presented weakness said little surprise proposed approach also described section trained transfer well domain go unsupervised model contribution maintain training corpus good quantity quality explicitly stated general discussion like read pleased accepted like know training corpus size variation affect performance proposed method also beneficial actual value along example figure copyrnn experience running copynet copying mechanism sometimes work unexpectedly sure happens,3
676.json,strength proposed method save memory improve decoding speed cpu without losing little loss performance weakness since determination convolutional code algorithm algorithm affect final performance think better explore good method think argument experiment show proposed achieves translation accuracy approach softmax reducing memory usage order also improving decoding speed cpu abstract rigorous know experiment setting binary hybrid aspec corpus show improvement decoding speed cpu bleu score valid conclusion general discussion proposes efficient prediction method neural machine translation predicts binary code word reduce complexity prediction also proposed improved error correction binary code method improve prediction accuracy hybrid softmax binary balance prediction accuracy efficiency proposed method save memory improve decoding speed without losing little loss performance think good,3
676.json,strength high originality proposing fundamentally different predicting word vocabulary efficient softmax layer comparable performance successful approach could impactful speed prediction nice read great diagram clearly presented like cross referencing model diagram table including loss curve appreciated weakness though possible time remaining good comparison bleu score previous related work like hierarchical softmax differentiated softmax lacking linguistic perspective proposed method compared softmax layer hierarchical differentiated softmax binary code prediction natural predict word le similar human might retrieve word memory theoretical reason believe binary code based approach le suited task softmax layer though promise faster training speed introduction table show modest le speedup training presumably much training iteration time consumed part network useful time needed output layer computation general discussion nice survey prior work explicitly related method desideratum introduction specify satisfy kind analysis qualitative strength weakness binary code prediction welcome kind mistake system make compare standard softmax hierarchical differentiated softmax level comment equation difference consider defining gpgpu table highlight best bleu score bold equation remind reader defined equation function confused first appear appear right know,3
226.json,strength proposed semi automated framework human generation auto expansion human post editing construct compositional semantic similarity evaluation data proposed framework used create polish compositional semantic similarity evaluation data useful future work developing polish compositional semantic model weakness proposed framework tested language clear whether framework portable language example proposed framework relies dependency parser available language poor performance language number sentence pair edited leader judge reported correctness efficiency automatic expansion framework evaluated fact post edited pair need post editing worrying quite number grammatical mistake example complete exhaustive list line displayed image picture displayed image picture line similarly similar proofread pas needed general discussion,3
524.json,strength elaborate evaluation data creation evaluation scheme range compared technique baseline simple complex weakness depth analysis beyond overall evaluation general discussion compare several technique robust hpsg parsing since main contribution novel parsing technique empirical evaluation like depth analysis summarized table nice show representative example sentence sketch analysis compared method behaved differently please precision recall figure table score result mixed effect overall partial coverage parse ranking efficiency search overall coverage figure table helpful addition recall table make situation clearer minor comment pacnv table pacnv described,2
524.json,strength well written weakness although title abstract suggest robust parsing method hpsg compared actual comparison limited technique applied single grammar past choice made create treebank sentence coverage grammar since quite idiosyncratic respect fear interesting researcher working precision grammar framework lack comparison robustness technique routinely applied system based precision grammar various system based alpage system french alpino dutch probably spirit reference supertagging dridan supertagging whereas supertagging precision grammar system proposed least decade earlier lack enough detail make replicable various detail spelled limit resource allocation perhaps importantly technique compared robust unification actual evaluation metric refers another still preparation actual various technique somewhat disappointing exception csaw method resulting parsing speed extreme sometimes much slower baseline method baseline method method standard resource limitation apply csaw method faster accurate case method introduced existing pcfg approximation technique interesting idea representative dataset consisting sentence coverage grammar case comparison real baseline system standard setting could obtained methodological issue datasets semcor wsjab consist sentence older version could parse newer version could reason problem datasets clearly much biased suprise therefore various technique obtain much better datasets reviewer somewhat meaningless minor used explained reverseability general discussion,1
524.json,strength technique creating dataset evaluation coverage item could possibly used evaluation grammar well writing engaging clear pleasant surprise compared typical publication weakness evaluation datasets used small hence convincing particularly alchemy dataset best obtained disappointing score coverage score virtually deeper analysis instance breakdown type error type grammatical construction interesting still clear reviewer proportion coverage item various factor running resource lack coverage genuine grammatical construction long tail lack coverage extra grammatical factor like interjection disfluency lack lexical coverage general discussion address problem robustness lack coverage hand written hpsg grammar english resource grammar compare several approach increasing coverage also present creative way obtaining evaluation datasets trivial issue fact gold standard evaluation data definition available coverage input although hand written precision grammar much fashion long time superseded statistical treebank based grammar important continue research opinion advantage high precision deep semantic analysis provided grammar reproduced handwritten grammar reason giving score despite shortcoming mentioned,2
318.json,work showed word representation learning benefit sememes used appropriate attention scheme hypothesized sememes essential regularizer task proposed detects word sens learn representation simultaneously though experimental indicate benefit exact gain unclear since qualitative case study couple example done overall well written well structured last paragraph introduction section tried tell three contribution work novelty work rather contribution main contribution work show learn better word representation unsure modeling sememe information competitive baseline neither contribution novelty three strategy tried modeling make sense intuitively ranked term well work good explaining experimental supported intuition reviewer also see fourth strategy rather baseline inspired chen many system assume sense word given context many time performed better unless missed clarify otherwise seems exactly like difference target word represented probable sense rather taking attention weighted average sens still attention based scheme sense maximum attention weight chosen though clearly mentioned target word represented chosen sense embedding function explain selection datasets training evaluation task reference page sogou text corpus help reviewer know chinese language unclear exact dataset used several datasets mentioned page word similarity datasets used different like rare word another since different model performed differently datasets choice datasets allow evaluating work make reviewer wonder next question proposed state chinese word similarity schnabel report score wordsim data using cbow word embeddings reviewer need clarification parameter like vocabulary size word sogou contains billion unique word word sens many word type hownet notation used clear embeddings sens sememes different word shared reviewer hope case dimensional embeddings used sememes better complexity parameter also discussed lack space experiment discussion lack insight observation performing best also claimed word lower frequency learned better sememes without evaluating rare word dataset read author response,3
318.json,strength proposes hownet enrich embedings idea interesting give good weakness interesting sure contibution important enough long also comparision work fair compare system manually developed resource understandable help improvement english general discussion,2
477.json,strength motivation well described provides detailed comparison various model across diverse language weakness conclusion biased selected language experiment cover claim completely general discussion issue simple fundamental question word representation subunit word suitable represent morphology compose unit answer question applied word representation various subunit character character trigram morphs composition function lstm simple addition language modeling task find best combination addition evaluated task language language typologically diverse different according word representation composition function experimental concluded character level representation effective still imperfective comparing explicit knowledge morphology another conclusion character trigram show reliable perplexity majority language however leaf issue behind first could selection bias experimental language chose language four category three language category basic question language claimed language representative category language category tendency word representation composition function proved instance even language belonging typology agglutinative show different therefore least seems better focus language tested instead drawing general conclusion language claim experiment language modeling best task prove claim chance claim break task explanation issue needed section evaluated proposed method arabic reason experiment performed arabic plenty language automatic morphological analyzer japanese turkish considers character trigram among various gram good reason choose character trigram always better character bigram character fourgram general language modeling gram affected corpus size factor minor typo missing reference introduction line page root patter root pattern line page,2
134.json,strength well written easy understand method interesting weakness evaluation obtained might problematic comment general discussion proposes system argumentation mining using neural network problem using approach sequence labeling dependency parsing also includes experimenting multitask learning setting sequence labeling approach clearly explains motivation behind proposed existing method based manual feature engineering manual design constraint however proposed avoids manual effort moreover jointly learns subtasks argumentation mining therefore avoids error back propagation problem pipeline method except missing detail mentioned method explained clearly experiment substantial comparison performed properly interesting main concern small size dataset large capacity used lstm based recurrent neural network blcc dataset includes around essay training essay testing size development however mentioned also supplementary material worrying number essay left training crucial problem total number tag training data probably thousand compare standard sequence labeling task hundred thousand sometimes million tag available reason sure parameter trained properly also analyze overfitting problem interesting training development loss value training parameter update epoch also provided information seen evidence overfitting line explanation tagger simpler local model thus need le training data le prone overfitting reason sure model stable enough mean standard deviation multiple run different initialization parameter need included statistical significance test also provide information stability model reliability without test hard better superiority proposed method chance understand neural network used modeling task regularization technique however since size dataset small need attention regularization method mention regularization supplementary material mention briefly regularization lstm problem need addressed properly instead current hyper parameter optimization method described supplementary material consider using bayesian optimization method also move information trained word embeddings error analysis supplementary material extra page enough please include inter annotator agreement score describing dataset relevant information information provide insight performance system available room improvement please consider illustrating figure different color make quality better black white print edit thanks answering question increased recommendation score please include score range also report mean variance different setting still concerned stability example large variance kiperwasser setting need analyzed properly even change range relatively large including score range help replicating work,3
134.json,work describes joint neural approach argumentation mining several approach explored including casting problem dependency parsing problem trying several different parser casting problem sequence labeling problem multi task learning based sequence labeling underneath neural labeling entity relation lstm based state model approach evaluated using defined concept relation dependency based solution work well labeling solution effective lstm performs well especially paragraph level labeling lstm model outperform approach comprehensive supplement given technicality training model optimizing hyper parameter also shown sequence labeling model greatly improved multitask approach claim task helping relation task aper thorough investigation neural based approach argumentation mining major remark concern data wondering problem essay train test might topic consequently writer might similar argument essay leading information leakage train test turn might give overly optimistic performance estimate though think issue present model unfair advantage still something discus concern best model lstm acutally application related work however given relative success sequence based model experiment useful lesson learned think work deserves published minor remark question guess arguing possible reconstruct full graph tree output still part quite clear ordering section tagging dependency based using tagging much easier follow order first reversed time forgotten stagt stood mean couple jointly model coupling required jointly checked miwa bansal could find confusing system couple relation info entity info best guess mean learns task edge tree task label edge thus decoupling case recommend make part clearer score paragraph essay setting comparable particular relation task wondering paragraph based model might miss cross paragraph relation default never consider,3
122.json,strength proposes novel approach dialogue state tracking benefit representing slot value trained embeddings learns compose distributed representation user utterance dialogue context experiment performed datasets show consistent significant improvement baseline previous delexicalization based approach alternative approach xavier glove program training word embeddings investigated weakness although main motivation using embeddings generalize complex dialogue domain delexicalization scale datasets used seem limited wonder approach compare without separate slot tagging component complex dialogue example computing similarity utterance slot value pair actually limit estimation span slot value applicable even value match think example intro misleading dialogue state also include restaurantname house brings another question resolution coreference impact task general discussion overall trained word embeddings great idea specific approach using exciting,3
122.json,present neural network based framework dialogue state tracking main contribution work learning representation user utterance system output also ontology entry based trained word vector particularly utterance representation compared different neural network model learned representation combined finally used downstream network make binary decision given slot value pair experiment show proposed framework achieved significant performance improvement compared baseline delexicalized approach generally quality work clear goal reasonable idea improved previous study seem well organized effectively deliver detail especially reader familiar area first formal definition need given beginning clear enough could confusing coupling suggestion provide general architecture dialogue system described section rather section followed problem definition focusing relationship component including policy learning also help improve readability notation used throughout defined earlier section symbol used much earlier description comment question possible perform separate term joint could misleading able handle task could please provide statistic many error corrected original dstc dataset huge experiment could include comparison also published work including dstc entry using dataset think using rnns lstms learn sequential aspect learning utterance representation considering recent success recurrent network problem could effective well detail semantic dictionary used baseline help imply cost building kind resource manually great could give sample correctly predicted baseline solved proposed model,3
56.json,strength present extension many popular method learning vector representation text original method skip gram negative sampling glove based approach currently word cooccurrence statistic approach could extended gram based statistic gram based statistic increase complexity every algorithm vocabulary embeddings context space many time larger present method learn embeddings ngrams ngram context efficiently computes embeddings similarity analogy task present strong weakness loved experiment real task embeddings used input beyond experiment presented made stronger general discussion even aforementioned weakness think nice read author response,3
56.json,strength idea train wordvec type model ngrams specifically bigram instead word excellent range experimental setting four wordvec type algorithm several word bigram condition cover quite ground qualitative inspection bigram embeddings interesting show potential type multi word expression weakness benefit check native speaker english especially regarding article description similarity analogy task come strange place datasets general discussion done point well could clarified start simply generalization original wordvec idea redefining word ngram unigram also using bigram good give rationale larger ngrams used read author response,3
56.json,modifies existing word embedding algorithm glove skip gram ppmi include ngram ngram cooccurance statistic deal large computational cost storing expensive matrix propose algorithm us different strategy collect count strength proposed work seems like natural extension existing work learning word embeddings integrating bigram information expect capture richer syntactic semantic information weakness propose learning embeddings bigram bibi case actually evaluate embeddings learned bigram except qualitative evaluation table quantitative evaluation paraphrasing related task include bigram representation could good contribution evaluation convincing show consistent trend improvement necessarily statistically significant read clunkily significant grammar spelling error need major editing pas general discussion extension standard embedding learning technique include information bigram bigram coocurance work interesting natural extension existing work evaluation method leaf open question apart one mentioned weakness minor question significant difference overlap overlap case interested finding quantitative difference shown task read author response look forward seeing revised version,2
335.json,present gated self matching network reading comprehension style question answering three component solution introduces gated attention based recurrent network obtain question aware representation passage add additional gate attention based recurrent network determine importance passage part attend one relevant question word well character embeddings handle word overall component inspired wang jiang proposes self matching attention mechanism improve representation question passage looking wider passage context necessary infer answer component completely novel output layer us pointer network locate answer boundary also inspired wang jiang overall like think make nice contribution strength clearly break network three component descriptive purpose relates prior work mention novelty respect sound empirical analysis describing impact component ablation study appreciated impressive weakness describes single ensemble could find detail ensemble created believe might ensemble character based word based please describe rebuttal general discussion along ablation study nice qualitative analysis describing example case component gating character embedding self embedding become crucial simple question right adding component help form appendix supplementary,3
636.json,work proposes apply dilated convolution sequence tagging specifically named entity recognition also introduces novel idea sharing dilated convolution block predicting tag convolution level think prove useful community performs extensive ablation experiment show effectiveness approach found writing clear experiment exceptionally thorough strength extensive experiment various architecture lstm lstm novel architectural training idea sharing block weakness applied english concern since title seems reference sequence tagging directly section could clearer example presume padding make sure output resolution block input resolution might good mention think ablation study number layer perf might interesting response author rebuttal thank much thoughtful response given agreed make content specific opposed sequence tagging revised score upward,3
636.json,strength main strength promised speed advantage accuracy level weakness presentation approach leaf desired section need much clearer concept definition explaining architecture parameterization particular section parameter tieing used need crystal clear since main contribution experiment supporting vast speed improvement promised need presented table good great speed nothing transformative general discussion exactly viterbi prediction term concept established reader could guess must better phrase reference wei typo,2
266.json,strength interesting comprehensive study effect using special domain corpus training word embeddings clear explanation assumption contribution methodology thorough evaluation various aspect proposal weakness conclusion fully backed numerical claim catalan improvement using specific corpus training word vector pronounced english sure conclusion made based table none combination method outperform baseline dimension vector general discussion present simple interesting experiment suggest word vector trained using skip gram method largely benefit relevant domain subjective corpus answer important question benefit practitioner natural language processing also well written clearly organized,2
180.json,present dataset annotation product coming online cybercrime forum clear well written experiment good every hypothesis tested compared however concern took liberty change font size line spacing abstract enabling longer abstract content page requirement think fit tagging chunking parsing area information extraction problem difficulty annotation sombody related product basic basic indeed tool available nowadays sure possible elaborate baseline without much extra work domain adaptation experiment corroborate already know user generated data forum video game different type user gender leading different text give highlight specific problem,2
657.json,strength address part problem interpreting long short term memory lstm neural network model trained categorize written justification value affirmation essay definitely interesting research question want rely approach standard experimental psychology furthermore also validating sociological assumption study weakness main weakness lie fact goal clear enough overall ambitious goal forward approach experimental psychology interpret lstms however clear methodology presented hand goal validate sociological assumption studying relationship gender marker written justification independently claim expected gender difference function theory gendered self construal proven study general discussion study interesting suffers several weak argument first fact probability shift token lstm network correlated corresponding coefficient proof probability valid way interpret indeed coefficient reveal part happening decision function classifie coefficient provides interpretation correlated coefficient provides explanation another furthermore correlation coefficient high point forward really backed mentioned another problem lie fact seem hesitate goal better clearly state goal develop concerning relation experimental psychology priori important part interesting develop better explain multilevel bayesian model used quantify gender based self construal assumption difficult ass whether methodology used really appropriate without detail important aspect method detailed,1
