review_file_id,comments,score
699.json,this paper proposes to use an encoder decoder framework for keyphrase generation experimental results show that the proposed model outperforms other baselines if supervised data is available strengths the paper is well organized and easy to follow the intuition of the proposed method is clear it includes enough details to replicate experiments although the application of an encoder decoder copy mechanism is straightforward experimental results are reasonable and support the claim generation of absent keyphrases presented in this paper weaknesses as said above there is little surprise in the proposed approach also as described in section the trained model does not transfer well to new domain it goes below unsupervised models one of the contribution of this paper is to maintain training corpora in good quantity and quality but it is not explicitly stated general discussion i like to read the paper and would be pleased to see it accepted i would like to know how the training corpus size and variation affects the performance of the proposed method also it would be beneficial to see the actual values of pg and pc along with examples in figure in the copyrnn model from my experience in running the copynet the copying mechanism sometimes works unexpectedly not sure why this happens,4.0
676.json,strengths the proposed methods can save memory and improve decoding speed on cpus without losing or a little loss performance weaknesses since the determination of the convolutional codes of algorithm and algorithm can affect the final performance i think it would be better if the authors can explore a good method for it and i think the argument of experiments show the proposed model achieves translation accuracies that approach the softmax while reducing memory usage on the order of to and also improving decoding speed on cpus by x to x in the abstract is not rigorous as far as i know your experiments setting with binary and hybrid on aspec corpus show the improvements of decoding speed on cpus by x but the bleu scores are too low so this is not a valid conclusion general discussion this paper proposes an efficient prediction method for neural machine translation which predicts a binary code for each word to reduce the complexity of prediction the authors also proposed to use the improved error correction binary codes method to improve the prediction accuracy and the hybrid softmax binary model to balance the prediction accuracy and efficiency the proposed methods can save memory and improve decoding speed without losing or a little loss performance i think this is a good paper,4.0
676.json,strengths this paper has high originality proposing a fundamentally different way of predicting words from a vocabulary that is more efficient than a softmax layer and has comparable performance on nmt if successful the approach could be impactful because it speeds up prediction this paper is nice to read with great diagrams it very clearly presented i like cross referencing the models with the diagrams in table including loss curves is appreciated weaknesses though it may not be possible in the time remaining it would be good to see a comparison i e bleu scores with previous related work like hierarchical softmax and differentiated softmax the paper is lacking a linguistic perspective on the proposed method compared to a softmax layer and hierarchical differentiated softmax is binary code prediction a natural way to predict words is it more or less similar to how a human might retrieve words from memory is there a theoretical reason to believe that binary code based approaches should be more or less suited to the task than softmax layers though the paper promises faster training speeds in the introduction table shows only modest less than x speedups for training presumably this is because much of the training iteration time is consumed by other parts of the network it would be useful to see the time needed for the output layer computation only general discussion it would be nice if the survey of prior work in explicitly related those methods to the desiderata in the introduction i e specify which they satisfy some kind of analysis of the qualitative strengths and weaknesses of the binary code prediction would be welcome what kind of mistakes does the system make and how does this compare to standard softmax and or hierarchical and differentiated softmax low level comments equation what is the difference between id w id w and w w consider defining gpgpu table highlight the best bleu scores in bold equation remind the reader that q is defined in equation and b is a function of w i was confused by this at first because w and h appear on the lhs but do not appear on the right and i did not know what b and q were,4.0
226.json,strengths this paper proposed a semi automated framework human generation auto expansion human post editing to construct a compositional semantic similarity evaluation data set the proposed framework is used to create a polish compositional semantic similarity evaluation data set which is useful for future work in developing polish compositional semantic models weaknesses the proposed framework has only been tested on one language it is not clear whether the framework is portable to other languages for example the proposed framework relies on a dependency parser which may not be available in some languages or in poor performance in some other languages the number of sentence pairs edited by leader judges is not reported so the correctness and efficiency of the automatic expansion framework can not be evaluated the fact that more than out of k of the post edited pairs need further post editing is worrying there are quite a number of grammatical mistakes here are some examples but not the complete and exhaustive list line on a displayed image picture in a displayed image picture line similarly as in similar to a proofread pass on the paper is needed general discussion,4.0
524.json,strengths elaborate evaluation data creation and evaluation scheme range of compared techniques baseline simple complex weaknesses no in depth analysis beyond overall evaluation results general discussion this paper compares several techniques for robust hpsg parsing since the main contribution of the paper is not a novel parsing technique but the empirical evaluation i would like to see a more in depth analysis of the results summarized in table and it would be nice to show some representative example sentences and sketches of its analyses on which the compared methods behaved differently please add edm precision and recall figures to table the edm f score is a result of a mixed effects of overall and partial coverage parse ranking efficiency of search etc the overall coverage figures in table are helpful but addition of edm recall to table would make the situations clearer minor comment is pacnv ut in table and the same as pacnv described in,3.0
524.json,strengths well written weaknesses although the title and abstract of the paper suggest that robust parsing methods for hpsg are being compared the actual comparison is limited to only a few techniques applied to a single grammar the erg where in the past the choice has been made to create a treebank for only those sentences that are in the coverage of the grammar since the erg is quite idiosyncratic in this respect i fear that the paper is not interesting for researchers working in other precision grammar frameworks the paper lacks comparison with robustness techniques that are routinely applied for systems based on other precision grammars such as various systems based on ccg lfg the alpage system for french alpino for dutch and there is probably more in the same spirit there is a reference for supertagging to dridan which is about supertagging for erg whereas supertagging for other precision grammar systems has been proposed at least a decade earlier the paper lacks enough detail to make the results replicable not only are various details not spelled out e g what are those limits on resource allocation but perhaps more importantly for some of the techniques that are being compared eg the robust unification and for the actual evaluation metric the paper refers to another paper that is still in preparation the actual results of the various techniques are somewhat disappointing with the exception of the csaw tb method the resulting parsing speed is extreme sometimes much slower than the baseline method where the baseline method is a method in which the standard resource limitations do not apply the csaw tb method is faster but not very accurate and in any case it is not a method introduced in this paper but an existing pcfg approximation technique it would be more interesting to have an idea of the results on a representative dataset consisting of both sentences that are in the coverage of the grammar and those that are not in that case a comparison with the real baseline system erg with standard settings could be obtained methodological issue the datasets semcor and wsjab consist of sentences which an older version of erg could not parse but a newer version could for this reason the problems in these two datasets are clearly very much biased it is no suprise therefore that the various techniques obtain much better results on those datasets but to this reviewer those results are somewhat meaningless minor edm is used before explained reverseability general discussion,2.0
524.json,strengths technique for creating dataset for evaluation of out of coverage items that could possibly be used to evaluation other grammars as well the writing in this paper is engaging and clear a pleasant surprise as compared to the typical acl publication weaknesses the evaluation datasets used are small and hence results are not very convincing particularly wrt to the alchemy dataset on which the best results have been obtained it is disappointing to see only f scores and coverage scores but virtually no deeper analysis of the results for instance a breakdown by type of error type of grammatical construction would be interesting it is still not clear to this reviewer what is the proportion of out of coverage items due to various factors running out of resources lack of coverage for genuine grammatical constructions in the long tail lack of coverage due to extra grammatical factors like interjections disfluencies lack of lexical coverage etc general discussion this paper address the problem of robustness or lack of coverage for a hand written hpsg grammar english resource grammar the paper compares several approaches for increasing coverage and also presents two creative ways of obtaining evaluation datasets a non trivial issue due to the fact that gold standard evaluation data is by definition available only for in coverage inputs although hand written precision grammars have been very much out of fashion for a long time now and have been superseded by statistical treebank based grammars it is important to continue research on these in my opinion the advantages of high precision and deep semantic analysis provided by these grammars has not been reproduced by non handwritten grammars as yet for this reason i am giving this paper a score of despite the shortcomings mentioned above,3.0
318.json,this work showed that word representation learning can benefit from sememes when used in an appropriate attention scheme authors hypothesized that sememes can act as an essential regularizer for wrl and wsi tasks and proposed se wl model which detects word senses and learn representations simultaneously though experimental results indicate that wrl benefits exact gains for wsi are unclear since a qualitative case study of a couple of examples has only been done overall paper is well written and well structured in the last paragraph of introduction section authors tried to tell three contributions of this work and are more of novelties of the work rather than contributions i see the main contribution of the work to be the results which show that we can learn better word representations unsure about wsi by modeling sememe information than other competitive baselines is neither a contribution nor a novelty the three strategies tried for se wrl modeling makes sense and can be intuitively ranked in terms of how well they will work authors did a good job explaining that and experimental results supported the intuition but the reviewer also sees mst as a fourth strategy rather than a baseline inspired by chen et al many wsi systems assume one sense per word given a context mst many times performed better than ssa and sac unless authors missed to clarify otherwise mst seems to be exactly like sat with a difference that target word is represented by the most probable sense rather than taking an attention weighted average over all its senses mst is still an attention based scheme where sense with maximum attention weight is chosen though it has not been clearly mentioned if target word is represented by chosen sense embedding or some function of it authors did not explain the selection of datasets for training and evaluation tasks reference page to sogou t text corpus did not help as reviewer does not know chinese language it was unclear which exact dataset was used as there are several datasets mentioned on that page why two word similarity datasets were used and how they are different like does one has more rare words than another since different models performed differently on these datasets the choice of these datasets did not allow evaluating against results of other works which makes the reviewer wonder about next question are proposed sat model results state of the art for chinese word similarity e g schnabel et al report a score of on wordsim data by using cbow word embeddings reviewer needs clarification on some model parameters like vocabulary sizes for words does sogou t contains billion unique words and word senses how many word types from hownet because of the notation used it is not clear if embeddings for senses and sememes for different words were shared reviewer hopes that is the case but then why dimensional embeddings were used for only sememes it would be better if complexity of model parameters can also be discussed may be due to lack of space but experiment results discussion lack insight into observations other than sat performing the best also authors claimed that words with lower frequency were learned better with sememes without evaluating on a rare words dataset i have read author response,4.0
318.json,strengths this paper proposes the use of hownet to enrich embedings the idea is interesting and gives good results weaknesses the paper is interesting but i am not sure the contibution is important enough for a long paper also the comparision with other works may not be fair authors should compare to other systems that use manually developed resources the paper is understandable but it would help some improvement on the english general discussion,3.0
477.json,strengths i motivation is well described ii provides detailed comparisons with various models across diverse languages weaknesses i the conclusion is biased by the selected languages ii the experiments do not cover the claim of this paper completely general discussion this paper issues a simple but fundamental question about word representation what subunit of a word is suitable to represent morphologies and how to compose the units to answer this question this paper applied word representations with various subunits characters character trigram and morphs and composition functions lstm cnn and a simple addition to the language modeling task to find the best combination in addition this paper evaluated the task for more than languages this is because languages are typologically diverse and the results can be different according to the word representation and composition function from their experimental results this paper concluded that character level representations are more effective but they are still imperfective in comparing them with a model with explicit knowledge of morphology another conclusion is that character trigrams show reliable perplexity in the majority of the languages however this paper leaves some issues behind first of all there could be some selection bias of the experimental languages this paper chose ten languages in four categories up to three languages per a category but one basic question with the languages is how can it be claimed that the languages are representatives of each category all the languages in the same category have the same tendency of word representation and composition function how can it be proved for instance even in this paper two languages belonging to the same typology agglutinative show different results therefore at least to me it seems to be better to focus on the languages tested in this paper instead of drawing a general conclusions about all languages there is some gap between the claim and the experiments is the language modeling the best task to prove the claim of this paper isn t there any chance that the claim of this paper breaks in other tasks further explanation on this issue is needed in section this paper evaluated the proposed method only for arabic is there any reason why the experiment is performed only for arabic there are plenty of languages with automatic morphological analyzers such as japanese and turkish this paper considers only character trigram among various n grams is there any good reason to choose only character trigram is it always better than character bigram or character fourgram in general language modeling with n grams is affected by corpus size and some other factors minor typos there is a missing reference in introduction line in page root and patter root and pattern line in page,3.0
